,userName,content,score
546,Aditya Chandra,"Tolong buat Developer Hoyo Untuk menurunkan Size Game Nya Karna Terlalu besar. Dan Banyak Player Yang Melakukan Uninstall Game,Saya Merasa dirugikan.",1
547,ikhsan muharam,"Keseluruhan sudah bagus,kedepannya mungkin bisa ditambahkan fitur open mic",5
548,Hamdeh Ehem,"Game nya bagus + HD + ADA PINTU NYA (udah kukasi bintang 5, sekarang kasi aku low pity pas gacha😁🙏)",5
549,Silent Gamer,ternyata yang bermasalah adalah facebook nya tapi kalo bisa diperbaiki lagi soalnya saat saya log in tanpa menggunakan facebook juga tidak bisa coba dipereksa siapa tau jika terdapat kesalahan,5
550,Mhmmad Fajar,"puas bermain dalam segi grafik, story alur cerita, game play, eksplorasi, dan sebagainya. its oke",5
551,Palikk,"Hai, gua makasih banyak banget sama miHoYo yang udah ngebuat game yg terbaik ini, genshin adalah game yg lumayan berpengaruh dalam hidupku, tapi karena storage ku mulai sekarat, aku gabisa lama lama lagi di game ini heheh, makasih banyak atas kenangan di game ini 2 tahun ya!",5
552,Arvin Audy,"Grafiknya keren, kalau bisa ditambahin lagi biar hampir sama kaya di pc biar lebih hd dan busgus banget",5
553,Cherry's,Genshin sangat menyenangkan Aku bahkan bisa menghabiskan waktu berjam-jam hanya untuk main genshin dan melupakan tugasku :D,5
554,Erwin Septian,"Setelah update jaringannya agak ngelag pdhl di game lain bagus, dan trlalu banyak dialog, jdi story nya nga kerasa",3
555,Khoirul Anbiya,Kok makin ke sini update nya makin gede Kalo Soal grafik bagus. tapi terpaksa pensi dulu updatenya terlalu gede,4
556,Loli Hunter,"Makin lama makin berat aja update nya..saya sebagai player dengan hp kentang juga pengen terus main,tapi kenyataan berkata lain.jadi terpaksa pensiun dulu...untuk Paimon terkasih ""Terima kasih telah setia menemaniku berpetualang didunia teyvat.banyak kenangan Yang sulit untuk ku lupakan.jauh sudah jarak yang kita tempuh dari dataran hijau mondstat,dasar jurang underground chasm,pegunungan liyue,gunung es dragonspine,hutan Amazon sumeru,melewati gurun pasir sumeru,dan mengarungi lautan Fontaine""",3
557,galih Setia,"Gamenya keren, cerita menarik,, sayang saja kapasitas memori harus besar untuk memainkan game ini",5
558,Ira Bambang,"game nya seruu, apalagi world nya yang luas banget, cocok banget buat saya yang suka menjelajah! semoga anniv yang ke-3 ini tidak mengecewakan yaa... (bismillah dapet Hu Tao)",5
559,dammit rama,"Saran lah tolong update mendatang jumlah maks resin diperbanyak dan waktu pemulihan resin dipersingkat, ga mampu cuy characternya makin banyak tp ngebuildnya lama.....di honkai starrail tidak begini",1
560,Vian Alvian,"Game bagus kalah rate off dapat qiqi, begitu rate on udah ganti banner artefak sub yg naik deff mulu, gacha senjata kayaknya terlalu boros mengingat primo sngat terbatas, game nya sangat ramah buat sultan",5
561,A Z I Z M U H A M M A D,Game keseluruhannya oke.. Tapi tolong tambahin fitur mic dong kalo sedang co op.. Cape bet ngetik2 ketika fight,5
562,Silvia Yuliana,"ih awalnya cuman iseng malah seru banget huhuhu game nya bagus sih menurut aku, walaupun kadang ada bug nya tapi seru sih",5
563,ilyas Faturrahman Hakim,Setelah 1.5 tahun main ini saya akhirnya puas dengan update-tan terbarunya. Kalau bisa tambahkan lagi event nya,5
564,NicoAndrianPrasetiyo,"dah bagus, kalo bisa semakin update di optimalin buat spesifikasi hpnya yang pas pas an speknya",5
565,Zaki,"Tolong tingkatkan jumlah resin, adventure rank, dan macam hal lain, tolong ditingkatkan ya.",5
566,Noob Nih Boss,"Entah kenapa saya tidak bisa memainkan game ini,masa di bilang memory external anda tidak cukup padahal hp aku bagus hp Samsung J2 prime aneh bgt game ini...........",1
567,FAHRUL ROZI,Game sangat bagus baik dari segi story dan gamplay terlebih lagi karakter nya yang beranekaragam,5
568,Amal F.M,"Gamenya bagus suka dengan tema open world, kalau bisa tambahkan Dub ver.Indo :3",5
569,Bagus Permana,Oke juga seru dan gk ngebosenin lh ceritanya penuh misteri dan untuk hp kentang juga gk berat berat amat mantap lh untuk game ini,5
570,Amalia NS,Game asik banget loh ayo cepetan download kalian yang belum download ya memang tadinya gampang tapi makin lama makin susah dan seru aku suka sama genshin impact udah dari lama pengen download dan sekarang akhirnya kesampaian 🤗🤗🤗🤗🤗🤗,5
571,Abay,Geme bagus gerafik nya keren dan musuh nya lumayan sulit dan event nya menarik pokonya geme ini sangat seru,5
572,Nelvin Brillian,Gamenya keren bagus map nya luas tempat ny keren2 dan story yg menarik...,5
573,Dark Magician,"Aku berharap para pemain bisa memilih grafik yang akan di unduh, dengan begitu game ini tidak akan terlalu berat🙏🏻",4
574,ghaiza arzyst,Game nya sangat baik seru lagi semangat buat developer nya semoga bisa berkembang menjadi lebih baik lagi,5
575,Yoruka,Mohon untuk memberikan konten yang baru didalam gamenya agar mendapatkan suasana baru dan tidak hanya bergantung pada story quest dan region baru,5
576,Widya Porayow,"Semenjak update ada dunia lautnya,Hp sering ngeblank jdinya di restart mulu. Kembaliin performa genshin impact kayak dulu dong",2
577,rama donny,"Grafiknya bagus, alurnya jg bagus tinggal si pelajarin aja cara mainnya 😃",5
578,Moehammad Rifqy Ansori,Sangat menyenangkan tapi sayangnya sulit mendapat karakter yang kita harapkan dengan bintang5,4
579,Slot Gacor,Semua bagus terkecuali ukuran game yg menurutku terlalu besar untuk sebuah smartphone..,5
580,Furqon Muhammad539,"Kesel banget nunggu resinnya lama bgt mana klo farm arte kadang muncul def Mulu,eventnya kadang ngasih primonya sedikit bgt,lalu untuk gacha muncul 4nya agak susah",1
581,Ciya Andiany,Tentu saja 5bintang karena ada banyak tempat yg sangat indah dan karakter yg cantik,5
582,Ikiiped02,Game nya enak buat player yang suka main santai dibarengi dengan musik yang enak di setiap region,5
583,Lia Chi,Game nya bagus dan seru map nya juga luas di tambah update terbaru makin seru deh👍,5
584,Lilis Tuba,Yang bener lah Jangan cuma maaf doang KLO ada masalah renderiing grafik benerin lah game ini jangan game yang Laen dulu ini di benerin dlu hoyo benar benar membuat saya kecewa,1
585,Kage no Jitsuryoku,"Maunya sih 6 bintang,tapi grafik nya hanya bisa sampai terendah dan 30 fps",4
586,Aditya,"Tidak di rekomendasikan kepada kalian soalnya game nya bagus dan gk ngebosenin, takutnya nanti ke enakan main game sampai lupa sama kewajiban tuhan🙂",5
587,Saya Ada,Game nya seru dan asik quest story nya keren coyy 👍😁👍 walaupun saya sudah Ar 60 sih pengen quest' lama balik kangen hehew,5
588,ite ls23,Gimana sih cara nge nyambungin alurnya saya kurang ngerti tetapi grafik nya bagus ending nya juga bagus apa lagi katsin nya beh bagus banget,3
589,Tsaqifah Ifa,"Game nya bagus. Mulai dari segi cerita, grafik. Tapi yang membuat saya kecewa kepada developer adalah karna mereka kurang memerhatikan game ini. Di banding dengan saudara dari genshin, genshin lebih terlihat seperti anak tiri. Tolong berikan sesuatu lebih untuk genshin",4
590,Health Fatha Arya Roninta,"Gamenya bagus, bisa dimainkan dimana saja, mau sambil makan pizza juga bisa. Mantap tuh",5
591,Haikal Mulya,Untuk segi Gameplay dan Alur cerita Patut Di Apresiasi sih Karena Benar benar Seru banget Alur ceritanya dan tentunya Gak ngebosenin,5
592,Aldi Ganendra,"Minimal pas ultah dapet karakter limit bintang 5 kek 1, jangan lah kasi buat spin itu, mana kalah rate off lagi",3
593,Ello Yuda,Game nya keren grafis nya bagus dan misi misi nya seru !,5
594,Tk ZuNa,"kalo genshin senang bisa bermain walau sesaat, tetapi sudah waktunya berpisah 4/64 susah tidak kuat:)",5
595,ARNADA PUTRA,Update nya terlalu besar dah dihapus sebagian memory tetep aja g bisa update data,4
596,DAVIN ALVARO,"Game nya bagus story nya bagus Backsound nya bikin ngantuk tapi ""KURANGIN ANGKA PITY"" dan ""KURANGIN HARGA GENESIS"" udh min😊",5
597,Yahya Kurniawan,Ini kenapa menghubungkan ke server terus ini sinyal lo padahal bagus apa geme nya yg bermasalah,1
598,rafi genk,Game nya bagus namun agak lag semoga Hoyoverse Bisa mengurangi jumlah memori terhadap game ini,5
599,NAFFRAZAQ,"Makan waktu, bikin capek, hasilnya random, ga dibolehin ngeluh.",2
600,Sawung Murdha Anggara,"Game nya bagus, tapi lumayan gak suka di pas tcg nya, pas mau ayaka card, ga hoki trs, jdinya kalah lah.",4
601,gleaf 95,"Suka gamenya, tpi iklannya di yutub super nyebeli. Bintang 1 karna itu",1
602,Earl Soesilo,Udh satu tahun lebih main dari dulu tetep bagus game nya dari story dan grafik,5
603,Aditya Jaya Kusuma,"(terakhir di edit 2023) Kalo next hadiah Anniversary bagus bakal gw kasih bintang lima, kalo jelek bakal gw kasih bintang satu sampe hadiah Anniversary tahun depan bagus",5
604,Ahdi Sakitu,Maaf saya kasih tiga .....soalnya kalau mau ganti karakter suka jeda sampai ga jadi ganti.setelah update.tolong di perbaiki makasih,3
605,Richi Ahmad Winduna,Semenjak di update makin gajelas... Sering gabisa update lah... Jaringan error lah.. Lawak,3
606,Adiyona Faiha,Game ini sangat bagus selain karakter nya yang kuat kuat grafik nya juga bagus,5
607,Satya,"Keren😁🤓,kalo update jangan langsung 15 GB anjir, cicil-cicil dulu kek,1gb/3gb an",5
608,Awook,Banyak story yang harusnya bisa lebih interaktif dengan cutsennya,5
609,Haryansyah,Akhir akhir ini gamenya sering putus sendiri servernya.tlong mihoyo perbaiki servernya,5
610,Master Diha,Saya bukan gamer pada awalnya tapi semenjak install genshin impact hampir setiap hari sejak setahun yg lalu saya login terus. Walaupun sekedar liatw viewnya aja,5
611,deva susila wardana I kadek,"Tolong lah developer l, gua dari awal main belum pernah dapet 1 pun karakter bintang lima jadi mohon dj permidah ya",5
612,Gusnia Irmatanti,Keren dan impossible banget buat gacha karakternya jadinya enak banget mainnya,5
613,muhammad firman,helo tolong update nya npc npc bisa di guna kan maksud ku contoh mcm pandai besi senjata yang kita pakai hari hari seharus nya dpt tumpul lama lama bisa rusak nnti kita perlu perbaikan di pandai besi faham ka tidak ya maksud ku ahahahaha,5
614,13_Hilman Akbar,kenapa ini game tidak support gamepad x3/t3 di android sedangkan game sebelah yaitu honkai starail support tolong segera di update.,1
615,Ratna Idayati,Game nya bagus map nya luas debgan berbagai moster didalam nya pemandangan nya bagus bagood,5
616,Muhammad Khoirul Anam,"game ini bagus banget, open world rpg dengan story yang epic. mantap auto kasih 5 bintang",5
617,Akagami No Shanks,"Setelah update sulit di update, gagal terus update nya",4
618,RAIN Ferlindra,"Untuk game nya udah bagus,tapi development nya pelit jadi aku kasih bintang tiga dulu ya",3
619,Heiko Akira,"Seruu,grafiknya baguss,storynya jugaa bagusss karakternyaa juga keren keren, bagus deh ini game",5
620,Dimas Gaib,Bagus...hanya saja gameplay untuk fitur memancing terlalu sulit....tolong di permudah,5
621,Reyyhaanaaa,"good, akuu sukaa grafiknya okee bgt, gameplay asik, karakternya jugaa cakepp2, minus di gachanya ajaa yg kadangg bauu",5
622,AL,"Bosen bet jir misi nya harus gedein level mulu gw udh jelajah dan buka tempat"" Yang baru tetep aja ga bisa lanjutin misi kesel bet bingung",5
623,umar hamzah,"Game nya bagus, tpi kasih vitur skip dialog lah, story bagus tpi dialognya bosenin",4
624,Fadli Buhari,Tiga dulu min baru donload Gabisa login muncul notifikasi kosongkan penyimpanan padahal penyimpanan ku masih bnyak,2
625,Alfis Exelle,Gw suka game play nya keren grafik nya juga gg tapi yang sayang banget ukuran game nya,4
626,jarjit sing,"Game jembot, masak memori sisa banyak g bisa diupdate tolong developer nya perbaiki ini",1
627,Izumi,"Saya Sangat Senang Dengan Game Ini Dan Hadia Anniversary Nya Bagus, Namun Saya Sangat Kecewa Dengan Fansnya Mereka Marah Karena Hadia Anniversary Ny Jelek Menurut Saya Itu Udh Bagus Apalagi Memakai Edisi 1 Dan Saya Berharap Untuk Edisi Selanjutny Semakin Keren, Untuk Story Nya Saya Suka Dan Dengan Grafik Nya, Terima Kasih Mihoyo Telah Buat Game Ini👍",5
628,Sept Y,"Game yg sangat bagus, tpi sayang ram nya banyak .. gak muat dihpku..😭",5
629,Ulin Kabandungbrad,Game nya sangat bagus tapi kenapa setiap main suka crash game nya,4
630,Hanzel Evanthe,Gak jadj asik game nya pas di update jadi berat guavgak bisa main lagi jadinya,1
631,Fadly Ragazoe,Sangat menyenangkan cuman di bagian percakapannya agak membosankan,5
632,Syalwa Aja,"Game nya sangat bagus, ada banyak hal yang bisa dilakukan dan sekali-kali kasih Primo ya Mimin😋🙏🏻",5
633,Yanwar Ahmad,"Sering logout sendiri ,dan jaringan error mulu padahal pake wifi",1
634,Doci Cahyana,Ini kok gk bisa masuk sih aneh aneh😞 dari tadi udah tunggu coba lagi coba lagi anji emosi lama lama ihhhhhhhh 😤😤,1
635,Moh Rifky,"Game Open World yang banyak story quest utama saya sangat suka, memang terbaik",5
636,Hery Rockbells,"Yg ngeluh jaringan pas baru update itu fix orang tolol,bukannya sabar malah ngamok,dasar bocil playstore Yu peng chen keluar gw juga keluar,dead game",1
637,Alifa Pad,Game ini seru grafik ny lumayan cmn quest ny aj lumayan susah say smpe stuck TPI lumayan seru tapi bnyk update TPI gpp udh itu aj,5
638,Deni Hidayat,"Game terburuk sistem gacha nya gw dapetin chara b5 pasti di pity 80+terus , semoga gw kasih bintang 1 bisa lebih baik lagi",1
639,mhad ashari,"Gamenya udeh gak diragukan lagi,,, mantap dah pokoknya... 👍👍👍 tapi kenapa klo update hrus download dari ulang lagi datanya,,, itu gede datanya 😭😭😭 kalo begini terus hayati gak kuat 🤧 kalo primogem saya kira mihoyo udeh care deh, soalnya sya coba kmpulin primogem dari misi ama event event tuh udeh dapet 120 gacha special banner 😎",5
640,si jo,game nya bagus dari segi grafis dan story nya cuma banyak cerita yang susah di mengerti jadi kebanyakan quest ahirnya diskip karna males gk ngerti sama gk terlalu seru ceritanya itu aja si kalo lainya udah bagus,5
641,Sin Nogo,Pake wifi aja masih patah2 juga pdahal hp ram gede..grafik pake paling rendah. Truz ni update ngapa gede banget donload packnya 15GB pdahal update doank kocak.memorynya ja udh 25GB skrng update 15GB gmna ceritanya,3
642,Kamado Zhask,tolong dong karaktet utama aether di buff damage + skillnya masa iya karakter utama damagenya kecil,5
643,Bu AZZ,Game sangat Indah untuk ke depan tolong buatkan Map khusus utk pvp pengen tau seberapa kuat dibanding player Laen Dan Map Khusus utk Kumpul2 bareng dengan pemaen Laen tanpa batasan,5
644,Aidil Maulana,Gemnya bagus gua suka tapi masalahnya penyimpanan nya bisa di kurangkan nggak soalnya hp kentang gua mainya ngelg ngeleg,5
645,A.R gaming,Kegedean min update sekarang Biasa nya 1 sampai 2gb Ini 6 GB what the hell. Wah parah sih.dah banyak yg vensi. Gegar update yg sangat parah ini. 10gb .ini lebih di perkecil bsok min . Biar pada balik main lagi,1
646,Soft clouds,"Tau gak? Sistem keamanan mereka terlalu lemah. bayangin aja aku udah bikin akun selama 3 tahun dan progres game ku sangat memuaskan berkat jerih payah ku sendiri. tiba tiba akun hoyo ku di hack oleh orang yang tidak bertanggung jawab, bahkan pihak mihoyo pun gak mampu mengembalikan akun ku yang di hack! 😡😡😡 Aku bukan nya sengaja memberi bintang satu, tapi ini pengalam yang sangat mengecewakan ku!",1
647,Resty Aprilliany,"Bagus sih bagus bngt , tpi download data nya itu lo pas d dalem, aku abis 16 gb cmn download data nya doang :( dan panas bngt, pdhl ram 8 , sama batre HP ku cepet abis 🥲 tolong lah biar ngga terlalu ngeleg klo udh d updet",3
648,Taufik Ramdani,"Entah kenapa kalo udah ar tinggi itu susah nyari artifak yang bagus dari stat sma sub stat nya, harus nya tambahin fitur buat nyari artifak yang kita inginkan dari stat sama sub stat nya soalnya dapet ampas mulu gapapa klo gacha character ampas yang penting artifak nya itu di permudah",3
